task,cost
0,44.86
1,15.65
2,42.38
3,28.49
4,15.51
5,32.09
6,39.4
7,17.24
8,18.69
9,33.73
10,15.54
11,20.67
12,41.41
13,54.58
14,43.38
15,40.4
16,37.69
17,45.94
18,55.59
19,26.48
20,20.75
21,26.62
22,57.65
23,30.11
24,44.64
25,36.12
26,16.51
27,58.03
28,10.92
29,37.41
30,16.14
31,15.87
32,14.56
33,19.32
34,51.09
35,22.12
36,26.12
37,31.92
38,30.1
39,35.28
40,8.36
41,30.79
42,22.6
43,51.21
44,17.05
45,52.9
46,33.37
47,18.81
48,23.36
49,14.79
50,43.33
51,16.52
52,23.38
53,31.03
54,49.71
55,12.44
56,13.5
57,23.19
58,27.6
59,17.34
