src,dst,comm
0,43,2
0,4,6
0,50,6
1,3,10
1,14,4
1,46,8
2,26,6
2,4,10
2,42,5
3,51,1
4,41,10
4,53,4
5,51,1
6,14,1
7,27,7
7,23,3
7,11,7
7,24,2
8,59,5
8,46,6
8,20,8
9,34,6
9,35,2
10,59,1
10,27,3
11,18,4
12,40,4
12,52,2
13,34,10
13,47,9
14,17,2
14,24,1
14,39,9
15,17,8
15,22,6
16,21,5
16,44,5
16,34,10
17,38,7
17,30,9
17,25,2
18,32,3
18,44,2
19,49,6
20,59,10
20,23,9
21,39,6
21,48,1
21,43,3
21,50,8
22,38,10
22,56,5
22,41,3
23,53,8
23,44,3
23,40,9
23,42,9
24,28,5
25,59,9
25,51,9
25,54,4
25,37,7
26,35,10
27,47,2
28,30,8
28,41,7
28,56,6
29,38,9
29,42,1
29,45,8
30,34,5
30,59,6
31,51,2
31,53,8
32,54,9
32,48,6
32,43,3
33,40,8
33,34,5
34,35,9
34,46,8
35,41,8
35,56,7
36,38,7
36,54,6
36,45,8
37,45,9
37,40,2
37,39,9
38,41,3
38,59,10
38,44,6
39,48,1
39,47,9
39,54,7
40,51,8
40,53,6
40,41,5
40,45,9
41,51,2
41,55,3
41,54,3
42,57,4
42,51,3
42,50,5
42,55,3
43,47,1
44,55,9
45,56,1
46,51,6
46,57,1
46,55,2
46,48,8
47,52,7
48,58,4
48,56,8
48,57,3
48,49,8
49,51,5
49,59,2
49,55,1
49,56,6
50,53,10
50,58,4
50,55,4
51,56,8
51,59,4
51,53,4
51,58,10
52,53,10
52,54,10
52,56,8
52,55,6
53,55,8
53,54,3
53,56,2
54,58,7
54,57,4
55,57,1
56,57,1
57,58,10
57,59,1
58,59,5
