task,cost
0,16.6
1,20.35
2,31.01
3,28.07
4,31.93
5,32.35
6,25.82
7,24.63
8,36.68
9,30.23
10,31.72
11,19.67
12,15.68
13,23.11
14,12.64
15,9.62
16,16.63
17,30.64
18,32.09
19,50.86
20,37.38
21,15.02
22,43.81
23,15.14
24,12.83
25,43.88
26,23.11
27,13.61
28,51.72
29,55.21
30,16.97
31,40.76
32,18.61
33,47.01
34,15.02
35,38.59
36,50.61
37,19.64
38,12.48
39,42.2
40,32.68
41,30.57
42,46.12
43,10.47
44,23.56
45,33.35
46,28.39
47,34.93
48,18.14
49,15.36
50,20.44
51,43.9
52,36.08
53,32.09
54,17.16
55,36.38
56,30.45
57,43.17
58,29.64
59,30.38
60,24.24
61,57.55
62,35.41
63,13.72
64,30.86
65,10.11
66,17.95
67,52.38
68,13.21
69,15.26
70,26.0
71,9.8
72,20.07
73,28.24
74,41.59
75,14.44
76,31.91
77,58.52
78,14.65
79,27.95
