task,cost
0,8.45
1,46.12
2,30.98
3,24.95
4,16.59
5,23.41
6,17.83
7,26.49
8,31.39
9,46.24
10,52.36
11,25.55
12,49.27
13,35.51
14,34.58
15,13.61
16,34.42
17,22.3
18,56.18
19,19.22
20,47.03
21,11.64
22,9.7
23,39.6
24,19.52
25,15.11
26,44.01
27,45.87
28,19.3
29,39.44
30,21.31
31,26.33
32,30.78
33,31.96
34,46.63
35,19.57
36,24.11
37,34.46
38,29.58
39,36.34
40,22.3
41,43.05
42,24.07
43,20.01
44,37.53
45,10.02
46,51.42
47,36.55
48,12.64
49,43.25
50,46.74
51,46.41
52,28.56
53,42.11
54,17.29
55,10.84
56,29.74
57,25.09
58,10.95
59,21.24
60,25.26
61,46.88
62,21.64
63,26.87
64,24.66
65,48.11
66,16.29
67,12.68
68,10.19
69,35.16
70,15.97
71,47.72
72,21.59
73,34.0
74,20.58
75,50.3
76,15.23
77,24.69
78,35.69
79,11.03
80,33.2
81,44.44
82,11.42
83,50.41
84,47.28
85,40.75
86,9.64
87,29.23
88,8.39
89,44.94
