task,cost
0,40.71
1,18.1
2,35.73
3,28.7
4,28.95
5,21.86
6,25.51
7,33.27
8,13.04
9,28.83
10,42.09
11,11.39
12,22.98
13,28.17
14,11.71
15,28.0
16,34.23
17,52.55
18,32.7
19,16.91
20,12.25
21,19.32
22,27.99
23,41.35
24,48.82
25,34.23
26,12.19
27,38.59
28,26.19
29,21.35
30,49.52
31,53.04
32,9.07
33,25.84
34,39.12
35,38.49
36,25.99
37,54.23
38,17.45
39,59.21
40,21.85
41,38.71
42,52.18
43,12.65
44,35.63
45,43.08
46,49.59
47,52.99
48,12.9
49,17.85
50,44.57
51,9.44
52,40.93
53,12.75
54,36.03
55,42.22
56,9.28
57,31.9
58,38.55
59,26.37
