task,cost
0,53.51
1,32.95
2,21.72
3,34.82
4,44.17
5,10.26
6,25.91
7,36.35
8,26.22
9,34.17
10,30.85
11,47.5
12,14.43
13,10.96
14,21.87
15,27.88
16,54.78
17,11.73
18,29.23
19,13.12
20,27.99
21,50.97
22,25.2
23,36.58
24,12.3
25,44.67
26,19.59
27,14.42
28,25.29
29,45.16
30,9.99
31,17.61
32,25.43
33,22.78
34,20.89
35,30.2
36,22.55
37,31.02
38,20.53
39,29.86
40,16.82
41,22.8
42,48.08
43,24.63
44,45.26
45,31.5
46,51.56
47,47.09
48,41.09
49,34.96
50,39.28
51,14.89
52,29.61
53,17.93
54,25.77
55,49.45
56,18.01
57,31.73
58,26.27
59,30.59
