task,cost
0,30.83
1,8.91
2,12.31
3,33.47
4,29.65
5,57.94
6,22.85
7,39.95
8,35.11
9,17.71
10,19.94
11,20.48
12,42.65
13,11.33
14,19.56
15,31.71
16,12.28
17,30.2
18,15.15
19,43.97
20,31.69
21,32.98
22,32.63
23,22.28
24,9.46
25,24.89
26,32.18
27,43.14
28,34.88
29,32.11
30,52.71
31,58.08
32,19.68
33,32.16
34,38.16
35,38.14
36,21.08
37,27.63
38,29.16
39,25.75
40,21.24
41,29.55
42,18.87
43,45.34
44,18.5
45,30.78
46,15.0
47,33.68
48,35.85
49,60.33
50,22.75
51,32.22
52,16.69
53,24.84
54,34.44
55,30.01
56,30.24
57,31.25
58,14.99
59,23.69
60,27.24
61,23.8
62,25.69
63,40.33
64,15.24
65,19.52
66,16.23
67,32.95
68,19.06
69,25.88
70,30.17
71,20.82
72,21.65
73,19.0
74,11.9
75,55.76
76,51.52
77,54.86
78,32.01
79,32.98
