task,cost
0,33.61
1,37.2
2,14.76
3,40.89
4,15.65
5,25.1
6,22.06
7,43.5
8,43.18
9,7.68
10,38.47
11,49.97
12,24.93
13,26.91
14,17.47
15,37.23
16,35.47
17,23.51
18,31.83
19,15.61
20,18.98
21,19.19
22,33.41
23,22.77
24,37.15
25,36.2
26,51.37
27,37.33
28,38.8
29,24.26
30,14.79
31,9.93
32,15.74
33,18.8
34,34.96
35,21.84
36,57.8
37,31.7
38,23.6
39,40.81
40,15.62
41,32.72
42,19.83
43,18.67
44,11.19
45,46.31
46,25.4
47,24.36
48,26.05
49,36.92
50,31.21
51,37.53
52,48.61
53,29.16
54,55.14
55,17.28
56,56.8
57,26.47
58,37.4
59,34.3
60,24.59
61,15.17
62,41.26
63,10.77
64,31.35
65,58.81
66,21.34
67,41.2
68,52.26
69,37.69
