src,dst,comm
0,6,5
0,17,7
0,22,6
0,25,6
1,22,8
2,22,5
2,9,1
2,6,1
3,26,10
3,13,3
3,8,1
3,22,10
4,21,2
4,13,8
5,8,6
6,20,9
6,9,10
6,16,5
6,26,4
7,15,7
7,18,9
7,13,3
7,23,9
8,21,3
8,9,1
8,15,8
8,12,9
9,24,1
9,18,4
10,20,5
10,12,4
10,17,4
11,25,10
12,17,1
12,16,4
13,17,6
13,20,7
13,28,9
14,21,1
14,25,3
14,24,3
14,16,10
15,27,5
15,22,3
16,18,2
16,20,10
16,24,5
16,17,3
17,18,6
17,29,8
17,19,2
18,29,9
18,21,10
18,20,6
18,23,5
19,26,1
19,20,6
19,22,10
20,25,7
20,26,3
21,25,1
22,27,5
22,28,10
22,23,7
22,26,3
23,29,1
24,26,10
24,29,10
25,29,7
25,26,5
25,27,5
25,28,2
26,29,8
26,28,5
26,27,4
27,28,5
27,29,8
28,29,9
