task,cost
0,42.98
1,15.61
2,13.39
3,33.36
4,38.54
5,28.04
6,45.1
7,47.7
8,18.17
9,45.96
10,43.57
11,43.15
12,20.38
13,46.37
14,33.23
15,37.29
16,18.03
17,7.85
18,16.86
19,30.47
20,26.64
21,35.35
22,31.9
23,12.89
24,32.9
25,18.61
26,7.53
27,12.21
28,39.26
29,51.73
30,42.6
31,10.18
32,38.32
33,21.36
34,35.56
35,33.12
36,18.64
37,25.03
38,15.53
39,27.76
40,12.97
41,12.06
42,17.81
43,23.27
44,52.85
45,16.1
46,18.3
47,32.53
48,25.31
49,40.3
50,22.64
51,58.65
52,30.86
53,36.52
54,14.81
55,37.51
56,22.95
57,38.86
58,33.25
59,34.73
60,12.33
61,13.95
62,19.64
63,31.97
64,36.23
65,30.52
66,19.75
67,19.07
68,44.22
69,12.33
70,43.45
71,36.31
72,14.09
73,34.42
74,15.87
75,7.55
76,39.56
77,20.53
78,28.78
79,20.66
