task,cost
0,41.52
1,13.86
2,30.46
3,44.03
4,35.59
5,26.27
6,24.58
7,29.32
8,21.38
9,30.38
10,22.51
11,7.74
12,53.36
13,26.48
14,32.11
15,21.85
16,30.71
17,26.23
18,41.91
19,19.13
20,21.4
21,40.45
22,20.41
23,26.2
24,25.42
25,37.88
26,10.3
27,24.2
28,36.48
29,45.93
30,27.3
31,23.56
32,20.12
33,43.77
34,8.79
35,43.02
36,43.86
37,22.35
38,35.41
39,27.15
40,35.11
41,7.57
42,32.5
43,27.63
44,17.26
45,38.83
46,25.3
47,20.5
48,41.75
49,16.7
50,34.37
51,24.49
52,33.03
53,14.36
54,32.27
55,41.57
56,33.81
57,42.11
58,10.88
59,50.05
60,40.92
61,56.19
62,20.45
63,51.39
64,50.65
65,58.85
66,36.58
67,55.07
68,27.28
69,31.67
70,43.04
71,47.03
72,24.96
73,40.97
74,35.73
75,15.83
76,25.42
77,20.89
78,40.85
79,33.21
80,25.91
81,50.31
82,22.39
83,18.77
84,8.53
85,24.05
86,37.71
87,24.76
88,12.25
89,52.38
