src,dst,comm
0,63,1
0,84,2
0,47,1
0,9,7
1,28,4
1,63,5
1,8,9
2,84,5
3,36,1
4,56,5
4,30,7
5,15,5
5,14,4
5,45,7
6,46,8
6,50,2
6,73,4
7,32,9
8,44,7
9,86,1
9,91,8
10,15,2
10,37,7
11,81,2
11,89,5
11,22,7
12,70,1
12,97,10
12,44,9
12,83,6
13,19,5
13,52,1
13,41,8
13,42,10
14,55,8
14,15,10
14,88,7
14,89,3
15,31,9
15,93,6
16,43,5
16,22,1
16,74,6
16,95,6
17,93,9
17,56,2
17,99,7
18,61,7
19,74,3
19,63,6
19,69,1
19,54,2
20,77,5
21,58,4
21,92,9
21,89,9
22,66,4
23,97,3
23,40,3
24,58,10
24,66,10
25,45,9
25,43,6
25,93,2
25,50,6
26,49,7
26,52,8
26,50,1
27,96,6
27,35,9
27,57,10
28,87,9
29,83,2
29,51,2
29,88,10
29,95,7
30,97,7
30,63,9
31,53,9
31,98,5
32,92,7
32,56,6
33,54,7
33,94,9
33,51,1
33,75,8
34,57,8
34,49,8
34,53,3
35,77,9
35,42,5
35,82,8
36,99,7
36,70,9
36,69,1
36,58,4
37,64,7
37,61,4
38,78,1
38,80,8
39,65,5
40,60,8
40,48,4
40,53,6
40,50,10
41,80,5
41,83,2
41,91,1
42,50,7
42,60,2
42,68,5
42,81,7
43,66,7
43,54,8
44,88,1
44,47,2
44,83,8
45,68,9
45,93,5
45,75,1
46,64,9
46,67,1
46,92,5
47,58,6
47,91,1
47,51,2
48,80,5
48,99,2
48,95,1
48,71,5
49,95,4
49,53,2
50,73,6
51,78,4
52,97,2
52,94,9
52,99,9
52,78,2
53,60,10
53,57,6
53,96,10
54,65,10
55,83,3
55,62,6
55,76,10
55,99,6
56,93,10
56,95,7
56,80,8
57,93,2
57,86,2
57,74,8
58,68,2
58,78,8
58,69,5
58,72,1
59,70,1
59,65,1
59,63,8
59,82,7
60,74,3
60,82,10
61,63,2
61,94,7
61,83,6
61,65,1
62,79,9
62,76,4
62,87,4
62,98,9
63,77,10
63,75,10
63,65,7
63,66,3
64,84,10
64,69,3
64,97,4
65,70,5
65,94,3
65,81,9
66,92,6
66,76,3
66,71,9
66,70,10
67,71,2
67,96,6
68,97,5
68,83,1
68,88,4
69,91,6
69,96,4
69,73,5
69,93,5
70,75,2
70,92,4
71,87,1
71,84,9
72,83,3
72,90,2
72,86,9
72,76,2
73,87,4
73,89,9
74,87,5
74,84,4
74,76,3
75,83,6
75,98,9
75,92,7
76,95,7
76,89,7
77,92,4
78,99,5
79,86,4
79,89,5
80,89,6
80,95,3
81,96,6
81,82,7
81,94,3
81,83,4
82,99,10
82,98,2
82,93,2
83,87,5
83,90,2
84,86,1
85,95,1
85,88,2
85,98,9
85,92,5
86,88,1
87,93,2
88,96,3
89,90,6
90,91,1
91,96,3
91,93,2
91,98,9
91,92,2
92,93,4
93,95,1
94,99,1
94,96,5
94,97,4
95,99,8
95,97,1
96,98,5
97,99,6
97,98,8
98,99,8
