task,cost
0,20.01
1,52.37
2,41.06
3,23.6
4,43.77
5,31.38
6,15.81
7,27.31
8,25.77
9,10.01
10,55.39
11,21.99
12,32.64
13,47.77
14,49.26
15,10.95
16,14.04
17,32.78
18,46.76
19,12.15
20,19.66
21,28.96
22,25.39
23,38.15
24,12.16
25,33.55
26,45.67
27,35.48
28,25.11
29,43.55
30,21.7
31,29.25
32,25.22
33,24.16
34,27.51
35,57.28
36,38.47
37,29.63
38,50.95
39,22.91
40,58.91
41,19.84
42,26.14
43,29.2
44,50.28
45,40.89
46,30.02
47,36.62
48,47.91
49,21.27
50,44.4
51,47.58
52,27.97
53,11.54
54,18.3
55,34.45
56,25.4
57,9.15
58,9.91
59,40.38
