task,cost
0,17.54
1,28.83
2,56.57
3,14.1
4,48.67
5,29.18
6,25.25
7,13.31
8,29.46
9,21.59
10,26.48
11,25.42
12,20.61
13,26.17
14,43.35
15,11.65
16,29.59
17,33.92
18,42.65
19,34.71
20,26.42
21,41.42
22,54.24
23,26.95
24,36.7
25,28.73
26,49.21
27,52.28
28,22.89
29,29.04
30,13.21
31,12.59
32,25.29
33,18.71
34,19.64
35,33.75
36,53.25
37,15.69
38,13.51
39,22.4
40,17.84
41,29.52
42,16.71
43,21.22
44,17.36
45,22.53
46,40.36
47,13.46
48,23.89
49,51.29
50,25.0
51,9.29
52,8.61
53,43.08
54,35.25
55,34.57
56,20.34
57,40.24
58,24.16
59,18.53
60,41.17
61,13.52
62,17.23
63,26.25
64,51.11
65,33.01
66,19.93
67,52.01
68,21.77
69,22.25
70,30.81
71,20.33
72,23.21
73,29.62
74,27.36
75,21.52
76,43.9
77,32.74
78,28.52
79,13.98
80,18.21
81,23.62
82,25.45
83,8.59
84,46.04
85,10.8
86,59.74
87,25.11
88,37.73
89,22.71
90,52.05
91,37.37
92,42.93
93,30.17
94,12.98
95,29.96
96,47.31
97,29.48
98,28.11
99,22.33
