src,dst,comm
0,27,9
0,12,7
0,29,1
1,68,9
1,16,2
2,51,4
2,22,4
3,30,7
4,12,8
4,13,4
5,51,5
5,66,3
6,48,8
6,55,3
6,9,2
7,17,7
7,9,5
8,13,7
8,27,10
8,66,1
9,13,1
9,18,5
10,62,10
10,23,2
10,49,9
11,62,4
11,19,2
11,30,3
11,54,4
12,43,5
12,26,6
12,57,7
13,52,5
13,50,4
13,46,10
14,40,4
15,26,4
16,23,5
17,60,8
18,65,7
18,57,5
18,42,2
18,28,6
19,25,1
20,47,4
20,21,4
21,51,7
22,49,2
23,69,9
23,53,2
23,54,1
24,54,6
24,69,7
24,53,4
25,64,7
25,32,2
26,31,9
27,33,2
27,46,6
27,34,1
27,61,2
28,38,3
28,65,10
29,48,6
30,36,1
31,58,4
31,42,6
32,43,3
32,41,9
32,60,6
32,66,7
33,66,5
33,58,9
33,48,8
33,36,10
34,39,9
35,45,6
36,65,10
37,48,5
37,58,9
38,41,2
39,56,4
39,63,8
39,64,3
39,61,4
40,51,9
40,58,7
41,48,1
41,53,1
41,52,9
41,45,5
42,45,5
42,44,10
42,50,8
42,59,2
43,63,6
43,48,8
43,52,1
44,67,6
44,53,9
45,60,8
45,63,3
45,58,2
45,62,7
46,47,8
47,57,10
47,69,9
48,52,10
48,51,2
49,61,6
50,51,6
50,60,10
51,68,1
51,61,1
52,67,4
52,66,4
52,62,6
52,59,9
53,63,2
54,56,2
54,59,6
54,61,3
55,64,10
55,65,9
55,60,6
56,60,10
57,63,7
57,59,10
58,59,4
58,66,5
58,68,2
58,64,6
59,64,1
59,62,8
59,69,2
60,65,2
60,68,4
61,69,8
62,63,4
63,65,2
63,68,2
63,67,10
64,68,8
64,69,7
65,67,7
66,69,3
66,68,9
66,67,1
67,69,8
67,68,3
68,69,5
