task,cost
0,50.05
1,29.55
2,25.89
3,54.63
4,10.72
5,26.65
6,25.29
7,48.34
8,35.71
9,14.25
10,30.9
11,23.52
12,33.13
13,29.35
14,12.87
15,38.66
16,41.03
17,33.95
18,47.22
19,16.19
20,27.4
21,54.73
22,54.28
23,36.7
24,40.9
25,27.56
26,31.37
27,20.79
28,42.06
29,27.03
30,10.11
31,16.83
32,32.62
33,23.93
34,13.23
35,23.49
36,40.01
37,27.75
38,19.64
39,22.56
40,25.85
41,39.61
42,13.21
43,46.77
44,12.24
45,49.19
46,35.32
47,31.97
48,19.69
49,45.01
50,14.66
51,15.89
52,31.21
53,29.34
54,46.84
55,24.96
56,29.8
57,13.09
58,21.48
59,22.3
60,53.55
61,41.22
62,33.96
63,53.42
64,37.76
65,22.79
66,27.26
67,44.22
68,27.14
69,44.32
