task,cost
0,31.28
1,50.55
2,37.06
3,29.1
4,29.41
5,10.83
6,42.93
7,14.85
8,38.63
9,37.86
10,41.29
11,9.15
12,36.08
13,10.42
14,26.04
15,17.6
16,9.79
17,22.74
18,8.49
19,44.33
20,24.95
21,35.32
22,18.52
23,36.17
24,14.87
25,20.39
26,20.1
27,19.47
28,17.0
29,35.79
30,24.99
31,41.31
32,28.84
33,18.54
34,43.96
35,14.52
36,32.91
37,11.77
38,38.03
39,14.49
40,23.98
41,34.92
42,41.03
43,54.98
44,23.41
45,34.14
46,12.96
47,11.7
48,45.82
49,39.7
50,21.43
51,22.99
52,44.84
53,16.69
54,27.15
55,37.66
56,40.3
57,28.95
58,22.61
59,22.51
60,36.63
61,29.12
62,36.72
63,23.13
64,46.06
65,29.75
66,18.71
67,30.74
68,31.24
69,10.91
70,32.93
71,27.18
72,45.23
73,23.18
74,29.39
75,28.75
76,12.31
77,27.99
78,40.0
79,30.16
80,8.89
81,50.09
82,23.69
83,28.28
84,39.08
85,32.44
86,20.07
87,27.22
88,11.35
89,32.85
