src,dst,comm
0,33,5
1,23,4
2,13,1
2,41,3
3,34,2
3,57,3
3,5,6
3,13,8
4,24,9
5,12,4
6,11,10
6,14,10
6,55,4
6,53,3
7,40,5
7,60,7
7,46,7
7,37,3
8,51,10
8,18,8
8,32,2
8,68,1
9,68,8
9,36,7
9,51,5
10,42,5
10,34,1
11,55,6
11,60,9
11,67,6
11,33,9
12,27,5
12,40,1
12,16,5
13,22,7
13,47,7
14,55,9
14,35,5
14,16,3
15,46,8
15,69,2
15,23,5
15,36,4
16,20,1
16,40,1
17,28,6
17,36,5
17,41,10
17,50,9
18,23,8
18,51,5
18,45,1
19,60,8
19,23,1
19,36,9
19,38,4
20,54,7
20,62,9
20,31,7
20,63,1
21,29,3
22,35,5
22,59,9
23,66,5
23,24,7
23,45,9
23,34,2
24,57,6
25,49,1
26,63,9
26,39,10
26,28,2
27,47,5
27,51,7
28,32,1
29,53,2
29,43,1
29,51,8
30,57,5
30,34,2
30,46,9
31,48,1
31,55,10
31,40,5
31,64,4
32,56,5
32,35,8
32,33,5
33,58,10
33,44,8
34,45,3
34,38,8
34,41,6
34,49,8
35,44,8
35,48,1
36,48,3
36,65,8
37,47,2
37,49,2
38,45,10
38,49,7
39,60,6
39,52,4
39,48,9
39,65,4
40,66,7
40,58,9
41,54,3
41,56,5
41,69,2
41,49,10
42,53,2
42,45,7
42,51,8
42,44,9
43,48,9
44,50,8
44,68,2
44,62,7
45,47,8
46,65,5
46,68,4
47,53,3
48,58,7
48,64,4
48,57,7
48,52,3
49,66,3
49,69,8
49,58,7
49,61,6
50,55,8
51,64,4
51,56,9
51,62,7
51,54,2
52,64,10
52,54,2
53,54,10
53,56,7
53,65,1
54,67,4
54,60,9
54,64,4
54,69,5
55,69,5
56,64,4
56,58,1
56,67,1
56,69,1
57,68,8
57,61,9
58,60,5
58,69,7
59,65,4
59,68,3
59,66,9
60,64,4
60,63,8
60,66,3
61,62,8
62,69,6
62,68,1
62,64,5
62,65,1
63,64,9
64,68,3
64,67,4
65,66,5
65,68,8
65,67,8
66,67,10
66,68,8
66,69,7
67,68,1
68,69,9
