task,cost
0,14.53
1,24.98
2,25.02
3,10.58
4,13.54
5,11.61
6,36.0
7,22.4
8,31.84
9,15.59
10,15.16
11,50.64
12,46.67
13,40.77
14,22.28
15,11.86
16,9.15
17,33.34
18,46.64
19,42.85
20,21.18
21,18.38
22,51.39
23,42.33
24,13.57
25,39.43
26,25.18
27,19.9
28,51.31
29,16.1
30,19.67
31,21.35
32,41.48
33,21.03
34,39.08
35,22.37
36,39.98
37,50.0
38,42.88
39,11.33
40,19.36
41,25.54
42,42.57
43,34.68
44,30.75
45,37.81
46,20.72
47,28.25
48,17.64
49,45.13
50,19.82
51,20.45
52,11.93
53,56.44
54,49.57
55,42.21
56,34.88
57,27.53
58,31.09
59,49.19
60,23.21
61,13.16
62,9.71
63,38.32
64,11.31
65,34.69
66,31.03
67,50.09
68,26.93
69,25.4
