src,dst,comm
0,78,6
0,18,3
0,28,4
0,8,4
1,66,7
1,62,7
1,70,7
1,16,4
2,71,4
3,40,2
3,73,9
3,24,9
3,17,4
4,75,2
4,27,5
4,43,1
4,34,5
5,16,4
6,70,1
7,69,3
8,70,3
8,18,1
9,13,3
9,14,6
9,53,4
9,59,10
10,11,10
11,38,8
11,77,10
12,76,5
13,50,1
13,56,2
13,49,5
14,60,1
14,42,1
14,36,1
15,60,8
15,76,10
15,70,7
16,24,2
16,40,3
16,55,7
16,37,2
17,41,2
17,40,2
17,74,10
18,75,4
19,20,3
19,43,3
19,75,3
19,33,4
20,27,4
20,28,7
21,43,1
22,49,6
22,42,4
22,50,4
23,44,10
24,46,10
24,57,3
25,51,8
26,28,10
26,77,9
26,42,8
27,36,4
28,29,1
29,63,3
29,48,4
29,69,10
29,68,2
30,75,1
31,40,4
31,69,9
32,58,2
32,38,9
32,36,7
32,57,10
33,69,9
33,60,3
34,36,5
34,49,6
34,69,10
35,69,3
36,55,7
36,74,6
37,51,9
38,68,10
38,40,7
38,48,4
39,40,1
40,52,5
40,53,10
40,42,6
40,56,8
41,49,9
41,73,6
41,46,7
42,47,5
42,73,6
42,48,4
42,45,3
43,52,3
43,74,5
44,45,1
44,64,4
45,54,5
45,50,7
45,51,1
45,58,2
46,70,3
47,70,4
48,66,8
48,77,6
48,55,5
49,50,1
49,67,3
49,63,7
50,73,3
50,67,3
50,62,10
51,59,9
52,76,6
52,69,9
52,58,9
53,71,2
53,60,6
54,71,5
55,66,9
55,56,1
55,70,10
55,75,10
56,65,8
56,59,4
56,76,6
56,78,6
57,74,5
57,62,3
57,61,9
57,67,10
58,62,10
58,71,10
58,64,8
59,61,2
59,74,1
59,70,5
60,75,7
60,71,7
61,65,2
61,63,1
61,78,7
61,71,3
62,69,3
62,63,4
63,74,6
63,77,7
63,66,2
63,70,5
64,75,6
64,73,1
65,77,4
65,78,2
66,73,5
66,75,8
66,72,5
67,79,9
67,73,1
67,75,9
67,76,1
68,78,1
69,79,4
69,70,9
70,73,3
70,75,1
71,78,4
72,78,2
72,74,5
73,75,2
74,79,3
74,78,1
74,76,7
75,78,9
75,76,2
75,79,5
75,77,2
76,78,4
76,79,2
76,77,8
77,78,6
77,79,2
78,79,5
