task,cost
0,12.41
1,10.16
2,23.78
3,57.21
4,30.97
5,44.78
6,27.43
7,39.98
8,17.7
9,17.94
10,33.23
11,17.0
12,36.48
13,34.51
14,18.46
15,45.17
16,27.3
17,43.2
18,30.64
19,45.54
20,58.9
21,18.0
22,52.82
23,20.6
24,33.88
25,37.74
26,23.57
27,34.51
28,8.97
29,42.47
30,45.93
31,33.12
32,40.95
33,9.85
34,45.4
35,18.19
36,17.96
37,36.44
38,55.58
39,40.7
40,58.19
41,38.66
42,28.53
43,29.23
44,44.01
45,17.58
46,21.02
47,15.33
48,47.88
49,22.01
50,24.57
51,36.56
52,43.98
53,36.49
54,16.57
55,24.09
56,42.89
57,44.57
58,32.58
59,31.26
60,44.85
61,21.65
62,40.61
63,35.53
64,32.01
65,45.18
66,35.7
67,11.35
68,37.99
69,19.78
70,35.09
71,27.91
72,58.32
73,23.43
74,48.58
75,18.12
76,42.09
77,42.43
78,51.74
79,28.28
