task,cost
0,17.84
1,25.79
2,41.16
3,36.14
4,12.75
5,11.73
6,27.73
7,40.21
8,8.3
9,56.22
10,25.96
11,14.34
12,23.65
13,45.02
14,17.64
15,39.59
16,39.05
17,38.69
18,17.87
19,25.34
20,11.24
21,38.28
22,39.32
23,29.67
24,29.79
25,15.22
26,40.92
27,24.85
28,50.56
29,27.24
30,45.68
31,20.47
32,26.46
33,60.49
34,47.47
35,51.33
36,33.46
37,45.95
38,39.71
39,27.28
40,16.43
41,7.52
42,24.86
43,53.94
44,12.44
45,45.17
46,48.72
47,25.44
48,31.47
49,18.31
50,36.66
51,41.63
52,40.74
53,40.51
54,15.19
55,18.8
56,30.43
57,26.21
58,30.47
59,36.33
