task,cost
0,31.09
1,24.97
2,22.85
3,40.8
4,44.67
5,19.78
6,42.74
7,27.55
8,15.22
9,34.92
10,14.56
11,30.44
12,29.48
13,34.16
14,39.54
15,26.1
16,16.62
17,12.78
18,30.04
19,37.0
20,42.38
21,33.75
22,20.66
23,27.17
24,11.76
25,24.96
26,48.5
27,29.38
28,14.24
29,11.46
30,45.98
31,58.37
32,30.18
33,16.92
34,35.64
35,26.55
36,12.44
37,10.75
38,26.24
39,24.83
40,24.03
41,31.7
42,39.03
43,10.96
44,24.38
45,23.86
46,13.29
47,35.01
48,29.04
49,34.97
50,27.28
51,30.25
52,15.08
53,43.09
54,33.86
55,44.12
56,27.34
57,10.55
58,42.28
59,20.54
60,12.66
61,37.53
62,41.52
63,42.37
64,40.19
65,10.29
66,41.6
67,31.98
68,17.42
69,15.36
70,43.32
71,17.08
72,10.51
73,25.4
74,20.64
75,30.75
76,45.44
77,10.11
78,27.68
79,29.26
