task,cost
0,13.8
1,34.52
2,20.5
3,46.52
4,9.72
5,35.47
6,30.27
7,9.92
8,58.87
9,11.5
10,34.96
11,10.61
12,34.6
13,26.03
14,16.51
15,34.55
16,28.66
17,13.89
18,12.61
19,7.98
20,27.24
21,18.64
22,20.99
23,11.27
24,49.13
25,57.96
26,56.01
27,33.63
28,29.64
29,38.73
30,47.79
31,37.08
32,23.64
33,23.39
34,27.08
35,42.58
36,35.13
37,35.8
38,54.79
39,19.76
40,26.63
41,30.61
42,16.82
43,52.46
44,21.14
45,32.38
46,23.53
47,20.2
48,12.1
49,33.07
50,43.53
51,17.38
52,30.55
53,38.78
54,32.67
55,26.77
56,12.81
57,21.95
58,27.5
59,11.74
60,23.21
61,47.23
62,29.3
63,15.9
64,59.99
65,58.21
66,35.64
67,30.8
68,19.39
69,29.05
70,23.08
71,11.32
72,53.3
73,12.37
74,19.72
75,39.06
76,22.26
77,14.18
78,25.56
79,31.4
80,47.8
81,31.47
82,36.99
83,47.9
84,29.88
85,44.12
86,42.15
87,25.38
88,36.13
89,20.0
90,52.33
91,11.32
92,19.43
93,19.42
94,22.03
95,12.35
96,13.36
97,60.39
98,43.58
99,23.29
