task,cost
0,44.47
1,37.99
2,35.01
3,53.01
4,40.54
5,37.79
6,25.25
7,40.22
8,40.62
9,25.39
10,38.48
11,18.86
12,18.61
13,43.18
14,16.25
15,37.65
16,15.77
17,21.26
18,50.65
19,11.31
20,39.81
21,22.56
22,26.92
23,52.13
24,14.68
25,46.74
26,48.41
27,53.56
28,25.81
29,25.26
30,33.26
31,33.91
32,39.66
33,26.01
34,21.8
35,22.86
36,23.69
37,50.86
38,15.53
39,31.34
40,26.9
41,34.94
42,24.67
43,22.77
44,17.89
45,45.7
46,46.24
47,27.29
48,28.4
49,35.49
50,32.87
51,24.5
52,14.52
53,31.41
54,10.63
55,17.98
56,27.89
57,21.12
58,37.99
59,24.27
