task,cost
0,42.06
1,9.99
2,51.91
3,24.77
4,21.79
5,14.13
6,54.65
7,29.73
8,37.24
9,36.38
10,29.67
11,27.03
12,27.21
13,22.01
14,35.15
15,44.06
16,40.47
17,50.06
18,22.17
19,18.2
20,10.37
21,15.94
22,8.06
23,48.93
24,12.98
25,25.51
26,38.46
27,53.39
28,15.97
29,48.12
30,36.27
31,35.3
32,28.04
33,36.51
34,24.86
35,17.19
36,37.87
37,15.45
38,8.45
39,31.52
40,38.19
41,29.48
42,38.72
43,35.72
44,8.36
45,17.34
46,24.83
47,32.49
48,15.22
49,15.97
50,26.93
51,9.32
52,35.12
53,17.68
54,55.76
55,12.9
56,28.6
57,42.57
58,53.28
59,13.04
60,56.52
61,11.38
62,19.3
63,52.4
64,54.36
65,44.74
66,13.86
67,11.32
68,18.55
69,35.38
70,40.78
71,20.83
72,53.83
73,41.71
74,11.99
75,39.57
76,42.52
77,40.87
78,29.44
79,25.55
80,19.94
81,50.77
82,14.32
83,32.59
84,46.43
85,46.86
86,42.05
87,45.69
88,12.82
89,35.1
