task,cost
0,40.93
1,20.66
2,18.21
3,22.17
4,32.4
5,34.25
6,42.99
7,50.26
8,24.16
9,54.7
10,49.7
11,34.8
12,25.31
13,44.73
14,17.5
15,36.73
16,41.37
17,53.66
18,24.97
19,23.21
20,37.59
21,19.09
22,18.79
23,36.65
24,7.83
25,35.13
26,11.99
27,20.55
28,37.63
29,15.35
30,14.23
31,21.35
32,17.41
33,34.25
34,51.38
35,22.46
36,22.59
37,39.92
38,25.12
39,9.06
40,34.08
41,10.29
42,9.35
43,58.08
44,12.61
45,31.08
46,19.66
47,45.72
48,47.44
49,10.47
50,34.61
51,39.78
52,11.31
53,47.72
54,57.25
55,41.3
56,59.42
57,28.17
58,23.91
59,56.28
60,52.76
61,16.29
62,36.29
63,36.32
64,33.69
65,26.94
66,21.37
67,15.48
68,60.65
69,22.28
70,37.2
71,26.28
72,16.26
73,17.26
74,26.2
75,27.07
76,36.36
77,19.65
78,48.53
79,37.1
