task,cost
0,25.3
1,40.11
2,25.77
3,35.94
4,22.2
5,42.64
6,39.18
7,10.99
8,41.05
9,45.41
10,55.34
11,40.66
12,21.38
13,11.89
14,20.79
15,19.79
16,55.53
17,56.36
18,40.13
19,22.31
20,42.58
21,56.78
22,33.2
23,10.65
24,10.23
25,21.52
26,47.41
27,15.0
28,8.97
29,50.1
30,14.06
31,42.36
32,34.26
33,12.52
34,16.83
35,42.54
36,27.29
37,9.82
38,21.93
39,45.27
40,38.37
41,16.56
42,54.75
43,40.53
44,18.21
45,23.8
46,19.32
47,29.93
48,22.22
49,35.41
50,12.74
51,23.33
52,24.69
53,17.23
54,39.63
55,50.77
56,24.76
57,16.04
58,20.67
59,48.16
60,22.56
61,8.2
62,37.47
63,26.9
64,16.53
65,32.58
66,17.75
67,45.47
68,18.29
69,54.43
70,15.47
71,22.98
72,56.91
73,43.99
74,46.01
75,40.01
76,37.19
77,44.48
78,38.57
79,51.11
80,16.13
81,21.85
82,13.52
83,13.21
84,24.57
85,32.07
86,10.98
87,31.1
88,33.01
89,36.59
