src,dst,comm
0,36,9
0,23,2
1,3,5
1,41,4
2,75,6
3,43,1
3,45,9
4,59,3
4,6,9
4,41,1
5,22,3
6,33,1
6,20,5
6,10,1
7,13,7
7,14,5
7,60,10
7,65,4
8,36,4
8,35,7
8,52,6
8,54,4
9,61,7
10,37,4
10,48,8
11,71,7
11,36,3
11,50,8
12,73,5
12,37,3
12,34,3
13,25,1
14,38,9
14,53,8
15,55,9
16,23,9
17,74,3
17,46,9
17,42,1
18,46,3
18,19,5
18,47,2
18,43,9
19,53,10
20,28,10
21,65,3
21,64,8
21,73,5
22,66,9
22,61,5
22,73,6
23,60,3
23,64,2
23,62,6
24,34,1
24,49,10
25,70,10
25,33,9
25,31,6
25,44,5
26,43,2
26,60,9
27,65,2
27,76,9
27,61,8
27,36,3
28,41,5
28,55,3
29,57,9
29,39,7
30,71,8
30,69,9
30,33,8
30,49,8
31,40,8
31,63,6
31,42,10
31,66,4
32,70,1
33,75,3
33,38,5
34,50,2
34,57,6
35,44,10
35,57,3
35,61,10
35,43,4
36,59,6
36,43,1
37,77,10
37,41,6
37,79,9
37,75,5
38,70,6
39,54,7
39,71,9
40,44,8
41,57,1
42,56,4
42,63,2
42,65,8
42,62,5
43,54,8
44,57,3
45,46,7
45,78,5
46,54,8
46,75,9
46,69,4
46,57,2
47,72,8
47,73,1
47,79,1
47,60,5
48,76,10
48,77,7
48,65,8
49,52,7
49,79,4
49,76,1
49,64,6
50,72,7
50,66,2
50,51,8
50,73,6
51,61,4
51,58,6
52,78,7
52,65,3
52,59,4
53,73,9
54,63,10
55,58,2
55,68,2
55,76,2
56,78,2
57,71,4
57,69,1
57,62,5
58,74,9
58,59,2
58,64,1
58,62,1
59,66,10
60,76,4
60,62,3
61,76,2
61,69,7
61,68,1
62,64,1
62,67,9
63,64,8
63,65,4
63,75,4
64,74,1
65,72,6
65,75,5
65,71,7
65,78,5
66,67,4
66,75,8
67,68,6
68,78,5
68,70,7
68,69,8
69,74,4
69,76,3
69,77,1
69,75,2
70,72,6
71,78,1
71,79,8
71,74,5
72,79,7
72,76,5
72,75,5
72,73,10
73,78,5
73,76,7
73,74,2
74,77,4
75,76,9
75,78,6
75,79,3
76,79,10
76,77,2
76,78,1
77,79,5
77,78,7
78,79,4
