task,cost
0,38.8
1,19.68
2,10.17
3,34.04
4,17.72
5,35.09
6,38.24
7,15.32
8,38.03
9,21.99
10,34.61
11,18.56
12,17.89
13,21.75
14,25.32
15,11.96
16,59.18
17,17.18
18,26.84
19,25.77
20,33.09
21,31.48
22,14.75
23,23.37
24,29.46
25,38.86
26,26.56
27,15.98
28,15.92
29,34.72
30,39.39
31,18.65
32,51.51
33,28.13
34,14.7
35,46.72
36,12.73
37,50.68
38,50.19
39,12.51
40,22.18
41,13.3
42,42.01
43,33.09
44,34.22
45,8.75
46,18.32
47,56.24
48,49.43
49,54.11
50,31.96
51,7.63
52,41.7
53,34.49
54,34.98
55,29.63
56,48.69
57,21.54
58,32.7
59,13.9
60,31.53
61,34.43
62,9.53
63,22.32
64,40.38
65,22.12
66,9.83
67,20.84
68,54.97
69,11.52
70,18.84
71,32.57
72,33.58
73,15.9
74,11.74
75,33.73
76,12.38
77,33.4
78,46.26
79,24.89
80,26.35
81,16.93
82,44.84
83,28.49
84,13.87
85,35.73
86,17.89
87,40.28
88,38.86
89,33.44
