task,cost
0,47.1
1,29.47
2,28.27
3,24.24
4,40.84
5,34.83
6,50.0
7,23.51
8,14.23
9,23.53
10,29.0
11,25.73
12,12.39
13,15.05
14,33.88
15,20.72
16,23.16
17,20.89
18,46.5
19,29.27
20,31.3
21,11.47
22,36.51
23,11.82
24,56.87
25,47.85
26,36.76
27,19.41
28,43.2
29,26.1
30,19.0
31,7.97
32,36.21
33,37.57
34,14.24
35,36.0
36,21.31
37,10.49
38,43.11
39,27.03
40,30.38
41,33.44
42,7.6
43,26.19
44,42.64
45,40.55
46,40.28
47,40.74
48,30.07
49,12.37
50,43.21
51,41.18
52,33.82
53,25.24
54,11.49
55,16.7
56,44.99
57,50.74
58,10.11
59,29.94
60,37.68
61,38.81
62,25.95
63,25.2
64,27.95
65,14.2
66,22.83
67,37.23
68,37.52
69,25.51
70,14.31
71,41.09
72,28.03
73,34.36
74,27.41
75,43.53
76,31.14
77,38.08
78,36.79
79,19.88
