task,cost
0,36.95
1,55.19
2,38.27
3,9.88
4,28.7
5,18.58
6,38.51
7,52.94
8,19.31
9,13.28
10,20.14
11,18.59
12,46.97
13,20.11
14,35.86
15,34.11
16,22.56
17,30.36
18,31.3
19,11.74
20,58.56
21,33.37
22,42.86
23,11.65
24,29.1
25,14.03
26,49.08
27,19.2
28,22.5
29,44.2
30,33.28
31,24.52
32,28.8
33,33.95
34,16.87
35,37.36
36,25.05
37,17.58
38,20.88
39,37.17
40,24.85
41,17.85
42,30.54
43,34.68
44,41.76
45,53.73
46,18.96
47,27.87
48,37.34
49,17.54
50,16.78
51,41.17
52,34.68
53,14.32
54,34.01
55,34.68
56,21.12
57,30.31
58,35.8
59,40.95
60,38.59
61,29.93
62,10.9
63,49.25
64,34.48
65,39.51
66,12.27
67,42.27
68,16.84
69,14.22
70,29.72
71,49.25
72,27.38
73,28.39
74,32.1
75,21.1
76,39.73
77,30.27
78,35.5
79,26.53
80,33.62
81,46.66
82,13.94
83,38.71
84,17.78
85,29.92
86,18.72
87,21.25
88,11.5
89,46.42
90,37.82
91,33.7
92,49.62
93,19.18
94,44.79
95,51.31
96,30.4
97,51.83
98,33.77
99,19.56
