task,cost
0,51.25
1,18.14
2,38.45
3,42.15
4,58.37
5,23.76
6,20.74
7,29.03
8,54.62
9,29.07
10,30.14
11,12.34
12,31.91
13,31.81
14,38.2
15,33.37
16,13.11
17,25.59
18,23.8
19,20.79
20,31.64
21,39.63
22,17.63
23,49.03
24,13.33
25,26.76
26,28.99
27,21.86
28,13.99
29,46.03
30,20.6
31,13.42
32,48.12
33,27.82
34,12.22
35,14.03
36,32.43
37,18.19
38,29.05
39,38.34
40,30.99
41,21.86
42,29.52
43,40.18
44,41.12
45,19.35
46,8.61
47,9.99
48,36.92
49,29.51
50,10.0
51,45.92
52,24.95
53,29.3
54,11.42
55,20.49
56,12.4
57,50.49
58,27.19
59,14.27
60,30.44
61,15.87
62,33.91
63,18.76
64,13.65
65,36.71
66,35.28
67,18.94
68,25.85
69,52.62
70,34.6
71,46.37
72,43.44
73,20.39
74,21.36
75,37.32
76,38.24
77,56.51
78,7.51
79,41.69
