src,dst,comm
0,5,8
1,31,5
1,45,1
1,12,5
1,38,7
2,32,6
3,26,7
3,30,10
3,44,3
3,7,4
4,37,5
4,47,7
4,46,3
5,40,4
5,35,1
5,6,10
5,37,4
6,32,7
6,10,3
7,33,8
7,34,1
8,27,1
8,30,6
8,33,2
9,24,4
9,10,5
10,34,1
10,48,9
11,22,6
12,32,3
12,13,9
12,29,10
13,40,3
13,24,3
13,47,4
14,19,7
14,46,9
14,38,5
14,18,3
15,28,9
15,38,1
15,18,2
16,30,10
16,29,5
16,41,8
17,25,5
17,32,5
17,34,6
18,27,8
18,24,10
18,22,6
19,46,3
19,25,10
19,23,6
19,28,6
20,36,10
20,49,5
21,34,5
21,42,9
21,28,5
21,32,2
22,40,4
22,49,10
23,44,6
23,49,3
24,29,5
24,36,7
24,40,8
25,35,2
25,46,10
26,29,3
27,42,8
27,46,5
27,48,4
28,32,1
28,36,2
28,35,4
28,44,1
29,31,8
29,30,6
30,46,6
31,37,5
32,37,10
32,36,9
32,45,4
32,38,7
33,48,3
33,40,1
33,39,1
34,45,8
34,49,8
34,37,2
35,44,6
35,37,1
35,42,9
36,48,8
36,37,9
36,43,6
37,42,2
37,43,8
37,39,8
38,39,5
38,40,2
39,48,1
39,44,3
40,48,6
40,44,9
40,45,4
41,45,9
42,48,7
42,46,1
42,43,4
42,47,10
43,49,10
43,45,4
44,45,1
45,49,4
45,48,8
45,46,9
46,49,10
46,48,7
46,47,3
47,48,6
47,49,7
48,49,3
