task,cost
0,24.95
1,47.67
2,18.22
3,55.54
4,22.85
5,14.62
6,30.21
7,26.38
8,27.13
9,36.16
10,46.69
11,38.2
12,9.03
13,34.41
14,11.37
15,38.04
16,49.6
17,42.69
18,19.63
19,27.47
20,30.25
21,11.76
22,25.65
23,40.31
24,38.78
25,34.88
26,42.02
27,48.13
28,25.89
29,32.4
30,15.35
31,48.12
32,30.04
33,45.91
34,18.91
35,9.14
36,25.37
37,44.75
38,30.06
39,27.56
40,36.97
41,33.38
42,28.51
43,35.86
44,27.54
45,27.59
46,51.69
47,39.7
48,29.84
49,14.2
50,16.25
51,30.88
52,27.87
53,15.05
54,24.38
55,46.1
56,30.59
57,16.2
58,39.37
59,25.11
60,34.47
61,24.19
62,49.32
63,43.44
64,15.56
65,25.38
66,35.08
67,22.4
68,41.64
69,22.71
70,28.7
71,36.12
72,31.5
73,29.72
74,12.14
75,8.21
76,36.52
77,18.42
78,14.49
79,39.7
80,57.9
81,40.34
82,12.72
83,26.37
84,44.46
85,16.06
86,12.49
87,36.0
88,47.41
89,35.81
90,23.38
91,42.05
92,33.2
93,13.98
94,43.41
95,16.1
96,10.0
97,32.72
98,21.35
99,36.57
