task,cost
0,48.98
1,18.08
2,38.63
3,29.98
4,42.95
5,54.58
6,12.65
7,33.18
8,12.84
9,13.44
10,19.33
11,29.29
12,39.41
13,51.16
14,15.6
15,16.95
16,17.99
17,20.02
18,37.36
19,11.41
20,48.5
21,26.79
22,24.69
23,34.05
24,45.98
25,27.24
26,38.11
27,52.8
28,44.44
29,14.33
30,41.68
31,18.67
32,13.4
33,49.87
34,36.09
35,13.66
36,43.76
37,38.67
38,12.99
39,45.82
40,52.91
41,32.17
42,26.37
43,39.48
44,45.23
45,24.08
46,49.4
47,39.0
48,27.14
49,12.85
50,44.4
51,49.37
52,42.39
53,19.54
54,40.18
55,52.72
56,19.34
57,17.68
58,17.23
59,30.42
60,32.66
61,43.2
62,25.16
63,27.35
64,38.74
65,29.08
66,26.36
67,44.58
68,18.9
69,16.45
70,30.55
71,16.83
72,52.19
73,32.46
74,14.87
75,44.42
76,32.21
77,40.83
78,23.0
79,43.8
80,11.66
81,21.67
82,46.45
83,17.39
84,28.16
85,26.72
86,22.34
87,20.54
88,12.03
89,45.3
90,30.07
91,28.7
92,11.71
93,27.89
94,18.77
95,50.65
96,25.03
97,30.86
98,31.28
99,30.29
