task,cost
0,39.36
1,35.27
2,30.04
3,37.34
4,38.99
5,20.39
6,40.87
7,25.55
8,22.48
9,33.46
10,19.62
11,9.05
12,37.1
13,44.12
14,36.6
15,37.68
16,26.01
17,29.0
18,7.7
19,31.08
20,50.7
21,25.71
22,37.87
23,13.47
24,47.59
25,27.09
26,44.78
27,33.9
28,32.78
29,27.08
30,30.51
31,32.25
32,23.82
33,16.93
34,17.93
35,23.35
36,39.7
37,16.58
38,44.0
39,14.97
40,26.11
41,45.24
42,39.67
43,17.11
44,35.24
45,38.57
46,41.89
47,30.42
48,31.33
49,24.3
50,40.91
51,24.24
52,12.73
53,57.15
54,17.62
55,31.06
56,12.55
57,43.49
58,46.15
59,16.49
