task,cost
0,25.1
1,33.84
2,22.97
3,46.23
4,31.89
5,17.34
6,18.4
7,20.81
8,27.57
9,16.59
10,17.99
11,47.2
12,34.51
13,16.08
14,17.97
15,46.85
16,27.35
17,33.73
18,14.98
19,50.97
20,58.36
21,51.89
22,35.17
23,20.5
24,13.76
25,39.23
26,14.59
27,41.33
28,37.68
29,23.95
30,37.63
31,26.8
32,49.42
33,12.28
34,11.7
35,31.04
36,35.74
37,25.18
38,37.77
39,41.13
40,31.59
41,49.1
42,35.13
43,43.04
44,14.27
45,35.85
46,40.44
47,27.84
48,24.55
49,14.19
50,50.47
51,20.73
52,25.17
53,59.43
54,14.22
55,22.57
56,19.44
57,38.78
58,24.88
59,41.27
