task,cost
0,14.1
1,39.24
2,50.61
3,23.94
4,16.22
5,36.41
6,18.47
7,18.6
8,52.93
9,31.46
10,54.02
11,34.05
12,15.5
13,24.51
14,30.43
15,11.25
16,20.5
17,44.38
18,16.85
19,9.1
20,24.95
21,25.92
22,35.91
23,15.91
24,26.47
25,47.52
26,40.71
27,48.11
28,28.53
29,50.34
30,46.59
31,18.03
32,29.59
33,35.31
34,11.28
35,12.74
36,17.54
37,25.2
38,29.43
39,39.11
40,13.36
41,29.64
42,36.01
43,21.03
44,27.32
45,31.97
46,16.74
47,57.83
48,18.49
49,23.0
50,32.79
51,43.43
52,26.91
53,33.26
54,17.71
55,39.99
56,43.45
57,28.67
58,47.43
59,42.39
60,23.88
61,24.66
62,14.86
63,18.75
64,16.05
65,35.98
66,52.49
67,25.44
68,30.49
69,16.43
