src,dst,comm
0,10,1
0,2,1
1,15,9
1,20,8
1,27,8
2,5,4
2,12,9
2,26,7
2,18,6
3,19,8
3,20,5
3,9,7
3,14,10
4,22,9
4,14,2
4,16,8
4,15,2
5,28,8
5,18,2
6,27,6
6,10,6
7,9,9
8,13,2
9,18,10
9,27,9
9,11,10
10,28,8
10,27,6
11,17,5
11,16,7
11,18,4
11,28,1
12,16,3
13,24,10
13,26,1
13,20,7
13,22,4
14,16,6
14,18,1
14,17,1
14,24,6
15,16,4
15,27,9
15,28,4
15,19,3
16,22,9
17,25,9
17,21,7
17,23,7
18,21,4
18,28,3
18,27,4
18,23,4
19,22,5
19,26,6
19,28,4
19,25,5
20,21,7
21,27,4
21,22,3
22,25,2
22,28,4
22,26,5
22,24,2
23,28,7
23,25,7
23,29,3
23,26,3
24,28,7
24,29,5
24,27,4
24,25,1
25,28,3
26,28,10
26,29,8
27,28,1
28,29,3
