task,cost
0,57.94
1,13.64
2,48.92
3,39.15
4,15.5
5,37.93
6,20.36
7,32.57
8,17.47
9,15.71
10,28.56
11,13.18
12,46.87
13,33.54
14,45.38
15,40.38
16,11.99
17,26.55
18,56.9
19,13.5
20,42.44
21,32.57
22,13.11
23,11.7
24,39.68
25,32.27
26,32.59
27,20.4
28,28.78
29,12.1
30,40.14
31,15.88
32,17.73
33,51.7
34,42.74
35,40.38
36,24.21
37,23.29
38,35.14
39,32.75
40,12.38
41,9.25
42,21.96
43,13.08
44,28.96
45,12.24
46,18.98
47,25.4
48,13.66
49,36.93
50,37.35
51,16.72
52,24.96
53,25.22
54,36.45
55,45.82
56,41.68
57,16.12
58,57.06
59,37.83
60,36.51
61,38.51
62,26.54
63,17.92
64,15.56
65,19.41
66,37.31
67,43.03
68,47.91
69,23.8
70,32.43
71,21.18
72,19.66
73,16.91
74,39.39
75,28.26
76,16.17
77,25.05
78,25.98
79,32.51
