task,cost
0,38.21
1,33.73
2,24.32
3,14.02
4,20.78
5,44.19
6,34.58
7,16.08
8,27.01
9,13.75
10,37.13
11,40.34
12,13.23
13,17.39
14,29.96
15,43.8
16,26.17
17,11.06
18,35.44
19,14.17
20,22.93
21,14.51
22,23.66
23,44.53
24,29.21
25,42.76
26,20.85
27,16.92
28,43.63
29,11.42
30,37.33
31,18.31
32,42.22
33,13.05
34,33.67
35,46.2
36,58.83
37,12.87
38,50.99
39,23.34
40,15.06
41,8.69
42,37.73
43,36.93
44,57.4
45,43.11
46,13.4
47,11.41
48,19.46
49,44.2
50,22.68
51,26.12
52,16.9
53,56.23
54,16.03
55,33.72
56,25.6
57,52.04
58,30.54
59,32.67
60,23.68
61,19.0
62,13.72
63,13.07
64,15.71
65,14.22
66,33.16
67,11.44
68,31.5
69,39.5
70,31.94
71,21.02
72,27.37
73,13.61
74,44.4
75,18.21
76,24.81
77,44.93
78,13.06
79,54.16
80,39.67
81,38.23
82,46.96
83,22.55
84,41.92
85,13.61
86,12.64
87,26.97
88,13.43
89,34.32
90,35.07
91,43.81
92,28.5
93,12.6
94,22.47
95,24.74
96,17.69
97,45.15
98,54.14
99,33.2
