src,dst,comm
0,18,10
0,36,6
0,7,8
0,9,10
1,13,2
2,23,7
3,31,2
3,21,9
3,11,9
3,23,4
4,21,3
4,11,6
4,30,7
4,37,8
5,20,10
6,30,6
6,7,5
6,17,7
6,38,3
7,25,5
8,13,10
8,12,1
9,22,10
10,23,2
10,27,5
10,25,2
11,32,8
11,25,8
11,13,8
12,29,3
12,14,10
12,21,4
12,38,8
13,20,9
13,16,6
13,18,5
13,19,7
14,15,9
14,24,2
14,39,9
14,19,2
15,28,9
15,16,10
15,32,10
16,23,3
17,39,1
17,21,1
17,27,7
17,32,5
18,25,7
18,34,5
19,39,9
19,35,8
19,37,10
19,32,4
20,38,5
20,24,7
20,37,10
20,36,10
21,38,10
21,23,2
22,25,1
22,31,3
22,37,4
22,27,3
23,29,5
23,28,5
24,28,2
24,32,6
24,30,3
25,36,2
25,34,7
25,29,7
25,32,10
26,28,2
26,37,9
27,38,6
27,33,1
28,32,6
28,35,3
28,31,2
29,36,6
29,39,4
29,34,7
29,32,6
30,38,10
30,33,5
30,37,7
31,38,8
32,36,2
33,39,7
33,34,4
33,38,10
33,37,5
34,39,7
34,35,7
34,36,2
35,36,3
36,39,3
36,38,7
36,37,5
37,38,6
37,39,4
38,39,5
