src,dst,comm
0,23,4
0,3,1
1,4,7
1,25,7
1,26,4
2,18,2
2,22,8
2,28,3
2,11,6
3,22,8
3,23,1
4,21,3
4,27,1
4,7,5
4,15,2
5,26,9
5,7,7
5,18,6
5,20,3
6,25,10
7,18,7
7,13,5
7,17,3
8,15,4
8,9,6
8,12,8
8,17,4
9,13,4
9,23,4
9,14,7
10,19,5
11,13,3
11,23,6
11,15,1
11,19,2
12,20,7
12,18,8
12,23,10
13,16,1
13,29,7
13,24,9
14,22,3
14,21,2
14,26,6
15,24,5
16,20,1
16,23,10
17,28,4
17,21,2
17,20,9
18,29,7
18,23,4
19,26,2
19,24,7
20,27,6
20,21,7
20,24,1
21,29,7
21,28,8
21,23,10
21,27,7
22,25,10
22,27,2
22,28,8
23,25,3
23,28,3
23,26,6
24,26,1
24,29,6
24,28,1
25,26,4
25,27,2
25,28,7
26,29,4
27,28,10
27,29,3
28,29,1
