task,cost
0,14.99
1,37.25
2,26.71
3,40.06
4,34.72
5,39.62
6,16.16
7,48.27
8,23.91
9,21.3
10,16.39
11,38.74
12,43.49
13,36.57
14,45.93
15,31.92
16,12.95
17,35.81
18,27.99
19,21.04
20,31.0
21,40.03
22,33.95
23,55.18
24,59.75
25,12.73
26,21.02
27,10.41
28,19.48
29,45.29
30,39.36
31,12.26
32,19.42
33,24.1
34,27.03
35,17.2
36,56.96
37,54.5
38,31.85
39,18.79
40,17.93
41,14.04
42,60.31
43,18.67
44,48.72
45,33.75
46,34.91
47,26.49
48,11.72
49,38.92
50,13.22
51,43.87
52,13.53
53,11.63
54,45.66
55,53.47
56,40.04
57,31.69
58,12.61
59,41.98
