task,cost
0,41.6
1,35.1
2,9.44
3,39.69
4,41.25
5,22.12
6,11.99
7,22.15
8,11.09
9,26.04
10,45.56
11,17.17
12,18.43
13,22.92
14,30.8
15,14.55
16,39.69
17,19.18
18,20.34
19,47.81
20,39.77
21,33.48
22,23.92
23,40.21
24,20.8
25,38.48
26,46.49
27,41.67
28,11.33
29,17.0
30,20.84
31,35.57
32,39.18
33,35.27
34,31.23
35,29.56
36,32.81
37,19.3
38,20.83
39,18.95
40,25.26
41,16.55
42,30.48
43,19.13
44,43.88
45,34.12
46,30.48
47,44.17
48,31.49
49,27.24
50,60.43
51,14.1
52,23.73
53,42.32
54,39.75
55,13.16
56,56.79
57,42.99
58,38.33
59,22.49
