src,dst,comm
0,28,4
0,14,1
0,31,6
1,36,7
1,37,8
1,22,9
1,24,4
2,9,6
2,30,5
2,34,1
3,24,8
4,38,8
5,12,9
5,36,3
5,19,5
5,17,1
6,34,1
6,7,2
7,36,8
7,19,8
8,37,8
8,20,8
8,33,6
9,38,7
9,15,1
9,35,10
9,28,5
10,25,9
10,33,10
10,37,8
10,34,8
11,22,9
12,22,9
12,27,4
13,22,10
13,30,7
13,23,7
13,19,3
14,34,6
14,26,2
15,19,3
15,17,9
15,23,9
16,26,5
17,19,9
17,18,7
17,33,8
17,37,4
18,36,4
19,32,6
19,25,5
19,23,5
20,32,4
21,22,6
22,29,5
23,27,6
23,35,2
24,35,6
24,38,1
24,27,2
24,39,8
25,26,4
25,27,9
25,30,1
26,33,2
26,37,1
26,38,10
27,39,2
27,29,9
28,32,8
29,38,1
29,33,8
29,34,10
29,30,10
30,39,5
30,37,4
30,35,2
30,36,9
31,35,1
31,37,5
31,32,4
31,34,3
32,33,8
33,35,8
33,37,6
33,34,2
34,39,2
34,38,3
34,36,1
35,39,10
35,38,7
36,38,3
37,38,9
37,39,7
38,39,10
