task,cost
0,41.12
1,11.4
2,11.51
3,57.01
4,54.98
5,45.79
6,11.94
7,32.76
8,10.82
9,42.03
10,15.01
11,48.72
12,34.36
13,26.41
14,35.49
15,31.5
16,30.69
17,41.07
18,24.63
19,31.15
20,18.55
21,30.9
22,42.89
23,10.12
24,15.35
25,15.77
26,49.48
27,13.37
28,18.87
29,28.97
30,45.91
31,55.08
32,33.26
33,9.77
34,46.57
35,17.12
36,19.72
37,41.67
38,44.18
39,36.57
40,34.27
41,18.6
42,38.02
43,13.45
44,11.93
45,29.6
46,24.18
47,17.0
48,46.32
49,14.6
50,26.24
51,29.74
52,54.37
53,19.83
54,20.11
55,31.46
56,39.77
57,22.86
58,10.79
59,34.5
60,30.53
61,58.0
62,31.07
63,36.01
64,60.42
65,54.46
66,29.24
67,26.56
68,12.88
69,27.83
70,15.51
71,27.09
72,24.73
73,47.33
74,26.35
75,36.19
76,26.15
77,30.39
78,20.19
79,36.98
80,45.56
81,46.12
82,24.04
83,11.97
84,35.19
85,45.98
86,10.35
87,25.61
88,15.76
89,10.41
