task,cost
0,44.68
1,46.14
2,49.46
3,24.49
4,14.67
5,28.34
6,49.24
7,23.8
8,9.03
9,34.27
10,45.64
11,55.17
12,25.4
13,52.73
14,22.89
15,43.66
16,12.7
17,23.89
18,30.88
19,43.99
20,33.87
21,58.89
22,34.79
23,45.1
24,32.21
25,52.8
26,25.04
27,11.05
28,41.54
29,16.36
30,7.63
31,16.11
32,36.07
33,19.21
34,48.1
35,35.48
36,46.23
37,39.7
38,58.18
39,42.09
40,59.24
41,22.82
42,33.88
43,22.43
44,43.76
45,39.15
46,10.33
47,26.99
48,15.76
49,13.48
50,13.44
51,23.91
52,41.76
53,40.28
54,13.38
55,18.55
56,39.16
57,31.0
58,35.31
59,35.02
60,36.77
61,10.34
62,22.36
63,27.53
64,26.11
65,32.95
66,11.4
67,10.42
68,18.93
69,15.81
70,13.79
71,41.45
72,26.02
73,49.05
74,39.74
75,43.13
76,34.21
77,17.75
78,28.77
79,47.13
80,30.84
81,15.83
82,32.4
83,17.64
84,9.92
85,32.97
86,55.71
87,19.08
88,14.86
89,18.54
90,23.09
91,35.21
92,13.5
93,30.41
94,12.91
95,12.03
96,44.5
97,35.36
98,16.62
99,30.14
