src,dst,comm
0,58,5
0,34,3
1,23,7
1,49,6
1,46,9
2,17,5
3,33,4
4,49,1
4,20,9
4,43,1
5,39,8
5,42,4
5,38,3
5,17,8
6,17,6
7,34,6
7,37,7
7,17,4
7,39,7
8,21,4
8,20,8
8,36,4
9,23,9
9,24,9
10,18,7
10,48,6
11,30,10
11,50,3
11,47,2
12,39,6
13,15,9
13,50,5
14,59,8
14,43,5
15,22,3
16,30,3
16,32,6
16,28,2
17,51,5
17,21,9
17,35,1
17,57,5
18,28,1
18,31,2
18,57,9
19,27,2
19,30,4
19,43,10
20,28,1
21,29,4
21,36,9
22,23,3
22,54,2
22,30,4
22,44,10
23,50,3
24,59,5
24,55,10
25,44,2
26,49,5
26,33,7
27,49,2
28,33,2
29,53,3
29,51,5
29,42,5
30,48,6
30,40,6
30,56,9
31,34,5
32,43,4
32,55,4
33,55,5
33,44,3
34,52,7
35,56,6
35,58,6
35,59,5
36,53,10
37,39,10
37,54,8
38,47,5
39,54,1
39,53,1
39,42,7
39,57,3
40,53,3
41,47,1
41,48,3
42,57,8
43,56,9
43,45,6
43,44,1
44,49,8
44,45,3
44,46,8
44,56,5
45,51,7
46,47,7
46,53,4
46,58,6
47,52,7
47,51,3
47,53,4
47,56,10
48,57,10
49,59,2
49,50,5
50,57,3
51,57,9
51,54,6
51,53,2
51,52,7
52,58,9
52,53,8
53,59,2
53,54,5
53,58,4
53,57,4
54,56,5
54,58,8
55,57,1
55,59,3
56,57,8
56,58,4
56,59,3
57,58,6
57,59,6
58,59,1
