task,cost
0,48.94
1,18.54
2,44.38
3,37.73
4,26.07
5,11.86
6,55.66
7,44.76
8,16.22
9,50.35
10,21.65
11,10.41
12,44.08
13,32.82
14,49.32
15,17.33
16,43.72
17,28.49
18,18.45
19,13.4
20,13.57
21,36.55
22,41.67
23,34.68
24,40.22
25,23.97
26,20.45
27,36.49
28,24.25
29,23.81
30,16.09
31,12.85
32,40.71
33,30.83
34,20.17
35,26.47
36,51.84
37,36.51
38,13.95
39,27.82
40,25.1
41,14.99
42,34.76
43,58.68
44,34.73
45,29.09
46,45.69
47,23.51
48,27.36
49,21.86
50,37.99
51,26.37
52,51.63
53,59.66
54,24.98
55,15.94
56,46.14
57,11.91
58,28.64
59,32.56
60,31.27
61,28.96
62,29.8
63,34.57
64,30.43
65,17.36
66,12.95
67,15.62
68,49.23
69,27.07
70,11.6
71,12.21
72,9.55
73,31.95
74,29.08
75,27.81
76,22.98
77,44.19
78,29.87
79,25.99
80,47.71
81,22.24
82,29.12
83,13.12
84,17.13
85,36.01
86,49.96
87,47.05
88,41.87
89,37.24
90,11.63
91,16.74
92,54.69
93,35.84
94,31.02
95,42.44
96,25.61
97,28.05
98,30.94
99,27.29
