task,cost
0,17.2
1,23.72
2,30.78
3,48.53
4,21.23
5,37.6
6,13.62
7,33.75
8,45.79
9,41.16
10,35.66
11,30.44
12,17.21
13,32.68
14,28.68
15,14.69
16,19.62
17,23.47
18,31.82
19,25.81
20,28.22
21,9.26
22,38.97
23,21.92
24,8.97
25,48.17
26,14.7
27,15.69
28,42.22
29,51.89
30,46.92
31,32.25
32,13.23
33,36.97
34,58.48
35,53.49
36,14.87
37,31.67
38,49.5
39,32.74
40,29.72
41,9.86
42,24.5
43,27.47
44,55.68
45,23.01
46,11.77
47,32.05
48,44.3
49,16.04
50,36.93
51,21.38
52,24.84
53,46.68
54,50.76
55,17.46
56,23.03
57,26.45
58,34.16
59,46.43
