task,cost
0,28.09
1,57.22
2,43.07
3,28.65
4,34.93
5,25.26
6,20.96
7,31.29
8,35.6
9,29.76
10,37.22
11,13.5
12,37.1
13,19.41
14,23.68
15,25.84
16,25.43
17,12.92
18,15.89
19,33.69
20,28.98
21,30.95
22,36.55
23,12.28
24,19.85
25,37.48
26,47.52
27,26.91
28,12.8
29,19.74
30,33.27
31,30.2
32,52.16
33,38.33
34,22.06
35,30.63
36,46.82
37,13.34
38,27.89
39,8.28
40,46.43
41,14.36
42,36.02
43,15.3
44,33.74
45,30.89
46,41.36
47,39.75
48,32.34
49,10.45
50,49.75
51,26.8
52,11.64
53,37.6
54,46.22
55,50.0
56,27.24
57,15.3
58,29.23
59,20.65
60,16.93
61,32.88
62,12.18
63,27.44
64,36.99
65,11.76
66,19.0
67,16.56
68,33.5
69,34.67
70,23.32
71,14.2
72,28.18
73,50.99
74,23.83
75,10.69
76,13.55
77,16.52
78,18.68
79,18.91
80,15.12
81,23.72
82,14.9
83,19.6
84,24.57
85,53.97
86,25.58
87,34.58
88,14.55
89,18.3
