task,cost
0,13.95
1,35.36
2,36.89
3,14.0
4,12.95
5,12.46
6,40.25
7,33.27
8,42.5
9,56.9
10,20.2
11,30.01
12,38.44
13,44.04
14,24.28
15,35.06
16,37.45
17,25.72
18,25.2
19,40.55
20,14.38
21,23.14
22,51.05
23,32.4
24,21.97
25,40.41
26,37.02
27,12.5
28,15.04
29,37.5
30,40.3
31,52.04
32,7.59
33,39.62
34,14.76
35,15.58
36,36.27
37,45.1
38,41.49
39,32.12
40,33.72
41,37.26
42,25.75
43,38.77
44,17.59
45,14.94
46,37.21
47,38.69
48,13.34
49,20.13
50,30.15
51,24.19
52,14.23
53,43.45
54,38.59
55,50.73
56,12.08
57,26.32
58,8.91
59,17.48
60,43.8
61,28.41
62,27.12
63,11.8
64,34.36
65,22.03
66,24.17
67,42.93
68,47.81
69,19.31
70,55.72
71,29.25
72,34.71
73,25.3
74,19.67
75,44.29
76,18.55
77,11.24
78,38.41
79,26.67
80,38.38
81,25.66
82,22.07
83,47.94
84,27.65
85,34.32
86,30.27
87,43.22
88,33.83
89,39.42
90,33.18
91,21.86
92,14.31
93,22.99
94,38.42
95,14.16
96,26.94
97,17.28
98,33.88
99,34.32
