src,dst,comm
0,22,2
0,28,4
1,21,8
2,9,7
3,38,2
3,34,3
3,8,2
3,33,4
4,21,8
5,29,5
5,15,7
5,19,9
6,9,4
7,36,1
7,39,8
8,19,6
9,38,2
9,31,10
10,39,5
10,30,6
10,32,10
10,27,1
11,28,2
12,38,8
12,13,4
13,32,10
13,20,6
13,24,7
13,14,1
14,31,3
14,16,8
14,20,3
15,39,2
15,38,7
16,23,1
17,18,8
18,37,6
18,34,5
18,22,5
18,29,7
19,21,6
19,35,7
19,38,3
19,34,5
20,23,6
20,27,7
20,30,8
20,28,7
21,26,3
21,22,1
21,27,8
22,28,4
22,31,1
22,24,2
23,35,2
23,26,7
23,36,4
23,37,3
24,28,9
25,36,1
26,29,7
26,32,7
27,35,8
27,33,8
27,36,4
27,39,4
28,38,10
28,33,6
28,31,2
29,30,6
29,34,4
30,39,5
30,38,7
31,36,5
32,39,1
33,34,6
33,39,4
33,37,4
34,38,10
34,39,4
34,37,1
34,36,6
35,36,7
35,39,10
35,38,6
35,37,6
36,39,2
36,38,8
36,37,8
37,38,10
37,39,9
38,39,1
