src,dst,comm
0,6,3
0,12,1
1,10,3
1,6,9
1,21,5
2,34,7
2,49,9
2,48,5
3,48,5
3,40,3
3,44,9
3,5,10
4,42,5
4,6,7
4,11,5
5,24,7
5,34,8
6,28,6
6,32,8
6,27,3
6,7,5
7,17,8
7,26,6
7,39,6
8,22,4
8,11,1
8,14,1
8,40,8
9,38,6
9,11,5
9,34,9
9,33,2
10,29,9
10,33,8
10,39,7
11,48,6
11,45,4
11,16,6
12,17,7
12,34,5
12,49,9
13,20,3
14,48,4
15,25,10
15,26,8
15,32,4
16,24,10
17,33,3
18,45,2
18,42,2
18,20,9
19,31,4
19,35,7
19,49,3
19,22,5
20,40,6
20,37,7
20,28,2
21,28,10
21,32,1
21,46,4
21,44,9
22,28,5
23,37,5
23,39,4
24,27,7
25,32,7
26,46,1
26,35,4
27,33,3
27,38,8
27,39,3
28,42,3
29,42,9
30,40,7
30,43,8
31,47,7
31,43,4
31,46,4
31,38,2
32,43,10
32,39,7
33,38,6
33,44,5
34,49,2
34,46,9
34,44,4
34,37,6
35,45,9
35,37,6
35,49,6
36,39,1
36,47,5
36,38,3
37,45,8
38,42,4
38,40,10
38,46,8
38,45,2
39,48,6
39,43,5
40,44,3
40,49,5
40,42,3
40,41,7
41,42,8
41,45,4
41,47,9
42,43,10
42,44,7
42,45,9
43,45,7
43,48,2
43,44,3
44,46,5
44,48,8
44,49,9
45,47,8
45,49,4
45,46,9
45,48,2
46,48,9
46,47,2
47,49,9
47,48,10
48,49,6
