task,cost
0,55.43
1,57.62
2,41.11
3,28.13
4,18.88
5,12.77
6,13.6
7,54.14
8,16.38
9,9.95
10,22.21
11,56.33
12,41.02
13,17.68
14,49.51
15,60.11
16,41.12
17,37.13
18,17.61
19,15.68
20,45.05
21,52.16
22,30.12
23,32.25
24,17.13
25,21.75
26,31.67
27,11.21
28,13.5
29,37.35
30,53.78
31,15.4
32,41.21
33,13.19
34,19.17
35,30.01
36,54.0
37,17.62
38,9.1
39,14.43
40,59.31
41,37.16
42,35.34
43,12.56
44,14.49
45,38.61
46,20.9
47,27.58
48,39.92
49,15.57
50,41.82
51,40.79
52,37.21
53,24.84
54,38.2
55,33.53
56,12.24
57,24.04
58,51.95
59,46.48
60,14.41
61,45.98
62,44.58
63,10.55
64,28.09
65,30.63
66,16.22
67,40.95
68,28.25
69,48.72
70,43.62
71,19.03
72,24.99
73,35.06
74,14.3
75,46.17
76,50.28
77,33.13
78,10.95
79,48.87
80,10.16
81,28.97
82,40.92
83,31.02
84,46.82
85,41.63
86,23.43
87,25.07
88,23.57
89,10.2
