task,cost
0,41.02
1,33.61
2,27.7
3,25.62
4,10.66
5,26.4
6,48.98
7,13.9
8,18.29
9,11.03
10,13.78
11,54.59
12,34.9
13,24.43
14,20.36
15,18.59
16,59.25
17,48.43
18,27.39
19,27.15
20,43.23
21,33.8
22,33.67
23,16.95
24,44.37
25,25.74
26,17.62
27,12.14
28,24.84
29,27.32
30,51.05
31,21.99
32,10.22
33,44.23
34,31.33
35,34.6
36,17.39
37,26.2
38,22.45
39,16.19
40,47.98
41,38.77
42,29.98
43,19.54
44,37.2
45,30.91
46,20.06
47,11.81
48,39.98
49,17.0
50,26.2
51,41.36
52,15.65
53,43.34
54,42.63
55,25.92
56,55.63
57,40.85
58,20.04
59,47.38
60,15.35
61,10.88
62,11.36
63,14.79
64,36.05
65,48.8
66,28.19
67,44.91
68,39.79
69,28.91
