task,cost
0,19.84
1,14.14
2,21.21
3,42.51
4,26.87
5,18.12
6,21.42
7,34.71
8,34.97
9,59.13
10,20.06
11,40.32
12,34.48
13,25.42
14,53.35
15,45.56
16,29.8
17,40.73
18,53.38
19,28.27
20,32.12
21,17.38
22,26.19
23,35.79
24,25.19
25,32.23
26,21.78
27,17.73
28,18.07
29,59.87
30,40.1
31,37.17
32,56.14
33,15.32
34,13.02
35,11.62
36,24.79
37,46.32
38,38.09
39,33.52
40,12.62
41,47.24
42,33.19
43,11.81
44,21.19
45,42.83
46,28.89
47,14.31
48,26.84
49,32.3
50,34.45
51,11.33
52,30.97
53,23.65
54,40.32
55,52.41
56,35.7
57,9.63
58,27.6
59,23.76
60,34.54
61,33.53
62,19.36
63,13.64
64,16.95
65,50.77
66,32.8
67,16.77
68,24.96
69,18.61
70,20.96
71,8.73
72,19.08
73,33.75
74,21.76
75,24.09
76,24.31
77,12.1
78,14.71
79,26.92
80,12.02
81,14.34
82,37.8
83,46.73
84,43.56
85,31.1
86,28.16
87,23.38
88,20.52
89,19.98
