task,cost
0,47.59
1,30.85
2,31.48
3,41.94
4,39.8
5,34.79
6,17.46
7,29.52
8,33.31
9,40.89
10,43.26
11,24.4
12,38.45
13,23.98
14,15.3
15,9.92
16,9.42
17,17.22
18,25.12
19,26.29
20,41.11
21,34.2
22,31.3
23,22.26
24,9.23
25,21.22
26,12.8
27,42.54
28,23.9
29,10.21
30,43.41
31,40.2
32,16.31
33,9.18
34,45.03
35,14.27
36,36.39
37,45.29
38,30.65
39,33.78
40,45.38
41,21.18
42,55.16
43,35.27
44,22.73
45,15.24
46,28.53
47,13.71
48,27.36
49,34.32
50,17.6
51,26.93
52,12.71
53,57.36
54,47.29
55,42.5
56,51.67
57,8.81
58,26.85
59,39.75
60,20.88
61,19.74
62,32.2
63,34.74
64,21.19
65,40.51
66,12.29
67,17.56
68,40.67
69,50.08
70,16.87
71,9.63
72,38.67
73,17.71
74,18.84
75,15.82
76,24.22
77,24.59
78,21.66
79,25.76
80,26.92
81,13.5
82,12.05
83,11.37
84,35.89
85,9.29
86,15.45
87,38.81
88,35.6
89,15.4
