task,cost
0,27.57
1,20.53
2,11.45
3,46.44
4,30.21
5,22.85
6,17.16
7,36.19
8,10.22
9,19.42
10,16.14
11,10.23
12,22.09
13,55.68
14,45.51
15,17.33
16,52.32
17,16.99
18,41.29
19,9.65
20,34.07
21,14.46
22,40.06
23,51.37
24,32.57
25,16.93
26,19.66
27,35.88
28,38.01
29,33.67
30,44.71
31,12.32
32,25.66
33,13.92
34,30.55
35,14.91
36,9.48
37,38.07
38,17.53
39,47.48
40,17.03
41,15.74
42,33.66
43,16.27
44,18.83
45,13.36
46,62.5
47,31.45
48,43.02
49,49.27
50,30.79
51,8.47
52,11.77
53,25.42
54,26.62
55,15.3
56,37.1
57,34.24
58,28.99
59,26.49
60,31.84
61,14.35
62,36.75
63,16.37
64,36.37
65,41.09
66,37.26
67,34.12
68,48.16
69,20.6
70,56.54
71,33.1
72,29.45
73,18.75
74,20.05
75,34.3
76,52.5
77,20.0
78,36.19
79,40.2
