task,cost
0,26.73
1,23.76
2,52.03
3,17.16
4,13.03
5,48.5
6,17.17
7,36.17
8,15.76
9,44.79
10,16.22
11,29.78
12,12.06
13,17.76
14,14.89
15,9.43
16,11.62
17,38.09
18,29.54
19,36.04
20,27.39
21,13.07
22,46.39
23,37.98
24,58.15
25,22.02
26,45.63
27,18.2
28,41.99
29,22.84
30,26.14
31,33.67
32,25.06
33,12.04
34,14.2
35,34.87
36,34.31
37,21.95
38,39.24
39,10.62
40,31.45
41,54.17
42,47.85
43,23.93
44,32.15
45,52.59
46,29.16
47,11.89
48,34.51
49,53.71
50,32.65
51,14.93
52,17.18
53,10.61
54,33.58
55,20.55
56,23.27
57,23.81
58,38.46
59,40.91
60,24.49
61,24.51
62,19.8
63,26.64
64,41.71
65,49.45
66,10.84
67,18.14
68,18.33
69,47.59
70,36.33
71,43.82
72,16.92
73,11.14
74,36.1
75,36.38
76,42.5
77,45.92
78,45.54
79,13.69
80,44.96
81,48.47
82,15.23
83,43.07
84,9.31
85,17.03
86,54.17
87,22.13
88,30.2
89,46.99
90,37.51
91,28.74
92,28.33
93,40.68
94,10.32
95,26.96
96,22.02
97,48.0
98,22.05
99,25.38
