task,cost
0,47.41
1,24.84
2,31.53
3,11.05
4,36.02
5,43.18
6,29.31
7,17.22
8,31.99
9,12.57
10,17.55
11,26.99
12,16.89
13,52.84
14,10.06
15,18.18
16,47.34
17,16.57
18,27.14
19,41.24
20,40.39
21,25.44
22,22.14
23,37.39
24,11.72
25,35.19
26,11.92
27,24.98
28,28.72
29,29.85
30,18.65
31,48.96
32,47.07
33,47.1
34,50.63
35,32.35
36,21.11
37,26.23
38,18.96
39,9.19
40,11.65
41,29.68
42,42.38
43,38.21
44,43.29
45,47.27
46,46.71
47,16.5
48,32.28
49,28.35
50,16.79
51,49.76
52,34.18
53,41.42
54,28.65
55,32.11
56,39.9
57,20.13
58,50.37
59,21.48
60,26.96
61,14.85
62,45.02
63,35.91
64,30.94
65,28.61
66,42.6
67,30.66
68,9.77
69,15.75
70,21.67
71,45.58
72,40.47
73,31.58
74,10.24
75,8.87
76,9.69
77,56.6
78,43.29
79,37.91
