task,cost
0,24.16
1,18.32
2,29.77
3,16.18
4,12.76
5,27.63
6,43.89
7,27.06
8,48.0
9,23.78
10,34.01
11,36.35
12,57.97
13,27.37
14,22.73
15,45.99
16,28.27
17,38.56
18,8.14
19,17.09
20,43.29
21,21.71
22,15.66
23,50.66
24,30.92
25,12.47
26,23.47
27,9.38
28,39.74
29,25.89
30,25.27
31,24.89
32,39.55
33,38.4
34,44.25
35,25.94
36,14.89
37,31.26
38,44.51
39,26.0
40,40.49
41,20.66
42,43.62
43,33.04
44,61.68
45,17.57
46,16.77
47,34.24
48,37.03
49,34.46
50,20.01
51,23.11
52,47.5
53,50.52
54,24.24
55,13.62
56,52.17
57,14.52
58,39.69
59,28.15
60,19.55
61,44.1
62,29.8
63,13.44
64,19.35
65,42.58
66,54.55
67,39.96
68,11.86
69,29.53
70,51.97
71,40.81
72,40.61
73,23.7
74,20.16
75,12.05
76,44.82
77,37.05
78,26.86
79,25.96
80,20.46
81,29.38
82,46.65
83,33.13
84,51.0
85,28.32
86,20.16
87,20.17
88,41.15
89,40.83
90,18.1
91,18.32
92,21.49
93,29.7
94,33.88
95,25.15
96,27.0
97,52.22
98,29.31
99,57.82
